Condition	Video	Date	Time	Time_2
B	E07-0400	01/10/2017	7:33:00	0.314583333
B	E07-0401	01/10/2017	12:28:00	0.519444444
B	E07-0402	01/10/2017	13:45:00	0.572916667
B	E07-0403	01/10/2017	15:32:00	0.647222222
B	E07-0404	03/10/2017	6:49:00	0.284027778
B	E07-0405	03/10/2017	10:41:00	0.445138889
B	E07-0406	04/10/2017	16:29:00	0.686805556
B	E07-0407	05/10/2017	11:22:00	0.473611111
B	E07-0408	05/10/2017	13:11:00	0.549305556
B	E07-0409	06/10/2017	12:45:00	0.53125
B	E07-0411	06/10/2017	14:46:00	0.615277778
B	E07-0412	06/10/2017	16:00:00	0.666666667
A	E08-0008	11/08/2017	8:41:00	0.361805556
A	E08-0011	16/08/2017	14:53:00	0.620138889
A	E08-0017	30/08/2017	12:04:00	0.502777778
A	E08-0018	30/08/2017	16:28:00	0.686111111
A	E08-0019	01/09/2017	11:57:00	0.497916667
A	E08-0020	01/09/2017	15:44:00	0.655555556
A	E08-0021	01/09/2017	16:23:00	0.682638889
A	E08-0022	02/09/2017	11:54:00	0.495833333
A	E08-0028	04/09/2017	9:58:00	0.415277778
A	E08-0029	05/09/2017	8:15:00	0.34375
B	E08-0030	06/09/2017	12:23:00	0.515972222
B	E08-0031	07/09/2017	7:46:00	0.323611111
B	E08-0032	07/09/2017	11:37:00	0.484027778
B	E08-0034	08/09/2017	14:35:00	0.607638889
B	E08-0037	09/09/2017	9:44:00	0.405555556
B	E08-0039	09/09/2017	11:39:00	0.485416667
B	E08-0040	09/09/2017	12:45:00	0.53125
B	E08-0041	09/09/2017	14:26:00	0.601388889
B	E08-0045	09/09/2017	9:29:00	0.395138889
B	E08-0046	10/09/2017	10:16:00	0.427777778
B	E08-0048	10/09/2017	11:56:00	0.497222222
B	E08-0050	10/09/2017	13:34:00	0.565277778
B	E08-0051	10/09/2017	15:19:00	0.638194444
B	E08-0052	11/09/2017	10:55:00	0.454861111
B	E08-0053	11/09/2017	12:31:00	0.521527778
B	E08-0054	11/09/2017	13:30:00	0.5625
B	E08-0056	11/09/2017	15:26:00	0.643055556
B	E08-0057	11/09/2017	16:21:00	0.68125
B	E08-0058	11/09/2017	17:30:00	0.729166667
B	E08-0059	11/09/2017	18:03:00	0.752083333
B	E08-0060	12/09/2017	9:57:00	0.414583333
B	E08-0062	12/09/2017	10:32:00	0.438888889
B	E08-0065	12/09/2017	11:21:00	0.472916667
B	E08-0068	12/09/2017	11:54:00	0.495833333
B	E08-0071	12/09/2017	12:25:00	0.517361111
B	E08-0073	12/09/2017	13:11:00	0.549305556
B	E08-0075	12/09/2017	14:10:00	0.590277778
B	E08-0078	12/09/2017	14:51:00	0.61875
B	E08-0082	12/09/2017	15:46:00	0.656944444
B	E08-0084	12/09/2017	16:26:00	0.684722222
B	E08-0086	12/09/2017	17:27:00	0.727083333
B	E08-0087	13/09/2017	6:48:00	0.283333333
B	E08-0089	13/09/2017	7:28:00	0.311111111
B	E08-0090	13/09/2017	8:49:00	0.367361111
B	E08-0091	13/09/2017	9:23:00	0.390972222
B	E08-0092	13/09/2017	9:57:00	0.414583333
B	E08-0093	13/09/2017	10:28:00	0.436111111
B	E08-0094	13/09/2017	11:21:00	0.472916667
B	E08-0095	13/09/2017	12:37:00	0.525694444
B	E08-0096	13/09/2017	13:08:00	0.547222222
B	E08-0097	13/09/2017	14:05:00	0.586805556
B	E08-0098	13/09/2017	15:22:00	0.640277778
B	E08-0099	14/09/2017	6:42:00	0.279166667
B	E08-0101	14/09/2017	8:10:00	0.340277778
B	E08-0103	14/09/2017	9:43:00	0.404861111
B	E08-0105	14/09/2017	10:54:00	0.454166667
B	E08-0108	14/09/2017	11:45:00	0.489583333
B	E08-0110	14/09/2017	12:35:00	0.524305556
B	E08-0112	14/09/2017	13:06:00	0.545833333
B	E08-0113	14/09/2017	14:14:00	0.593055556
B	E08-0114	14/09/2017	15:16:00	0.636111111
B	E08-0119	14/09/2017	17:31:00	0.729861111
B	E08-0120	14/09/2017	18:20:00	0.763888889
B	E08-0121	15/09/2017	6:36:00	0.275
B	E08-0123	15/09/2017	7:09:00	0.297916667
B	E08-0127	15/09/2017	10:54:00	0.454166667
B	E08-0129	15/09/2017	11:26:00	0.476388889
B	E08-0131	15/09/2017	11:59:00	0.499305556
B	E08-0133	15/09/2017	13:03:00	0.54375
B	E08-0135	15/09/2017	14:33:00	0.60625
B	E08-0137	15/09/2017	15:17:00	0.636805556
B	E08-0139	15/09/2017	16:39:00	0.69375
B	E08-0140	15/09/2017	17:14:00	0.718055556
B	E08-0141	16/09/2017	6:51:00	0.285416667
B	E08-0143	16/09/2017	11:49:00	0.492361111
B	E08-0144	16/09/2017	12:37:00	0.525694444
B	E08-0146	16/09/2017	13:21:00	0.55625
B	E08-0147	16/09/2017	14:39:00	0.610416667
B	E08-0149	17/09/2017	6:59:00	0.290972222
B	E08-0150	17/09/2017	8:13:00	0.342361111
B	E08-0151	17/09/2017	9:01:00	0.375694444
B	E08-0152	17/09/2017	10:38:00	0.443055556
B	E08-0153	17/09/2017	12:01:00	0.500694444
B	E08-0154	17/09/2017	14:43:00	0.613194444
B	E08-0156	18/09/2017	9:44:00	0.405555556
B	E08-0160	20/09/2017	13:52:00	0.577777778
B	E08-0161	24/09/2017	6:43:00	0.279861111
B	E08-0162	24/09/2017	12:56:00	0.538888889
B	E08-0164	24/09/2017	14:41:00	0.611805556
B	E08-0165	24/09/2017	16:23:00	0.682638889
B	E08-0166	24/09/2017	17:41:00	0.736805556
B	E08-0167	25/09/2017	11:17:00	0.470138889
B	E08-0168	25/09/2017	12:49:00	0.534027778
B	E08-0169	25/09/2017	14:24:00	0.6
B	E08-0170	25/09/2017	16:42:00	0.695833333
B	E08-0171	26/09/2017	7:35:00	0.315972222
B	E08-0172	26/09/2017	11:13:00	0.467361111
B	E08-0173	26/09/2017	12:00:00	0.5
B	E08-0174	26/09/2017	14:00:00	0.583333333
B	E08-0175	28/09/2017	13:35:00	0.565972222
B	E08-0177	28/09/2017	16:28:00	0.686111111
B	E08-0181	29/09/2017	8:01:00	0.334027778
B	E08-0182	29/09/2017	12:34:00	0.523611111
B	E08-0183	29/09/2017	14:55:00	0.621527778
B	E08-0184	30/09/2017	14:34:00	0.606944444
B	E08-0185	30/09/2017	17:14:00	0.718055556
B	E08-0189	01/10/2017	16:13:00	0.675694444
B	E08-0190	04/10/2017	6:24:00	0.266666667
B	E08-0191	04/10/2017	7:40:00	0.319444444
B	E08-0192	04/10/2017	10:00:00	0.416666667
B	E08-0193	04/10/2017	11:51:00	0.49375
B	E08-0194	04/10/2017	12:43:00	0.529861111
B	E08-0196	04/10/2017	16:29:00	0.686805556
B	E08-0197	05/10/2017	6:37:00	0.275694444
B	E08-0198	05/10/2017	9:19:00	0.388194444
B	E08-0199	05/10/2017	16:17:00	0.678472222
B	E08-0201	06/10/2017	11:35:00	0.482638889
B	E08-0202	06/10/2017	12:45:00	0.53125
B	E08-0203	06/10/2017	14:18:00	0.595833333
B	E08-0204	06/10/2017	15:16:00	0.636111111
B	E08-0205	06/10/2017	16:00:00	0.666666667
A	E09-0046	14/08/2017	10:10:00	0.423611111
A	E09-0049	18/08/2017	14:51:00	0.61875
A	E09-0050	20/08/2017	10:08:00	0.422222222
A	E09-0051	20/08/2017	12:46:00	0.531944444
A	E09-0053	20/08/2017	14:24:00	0.6
A	E09-0054	20/08/2017	15:24:00	0.641666667
A	E09-0055	21/08/2017	8:25:00	0.350694444
A	E09-0056	21/08/2017	11:10:00	0.465277778
A	E09-0057	22/08/2017	11:12:00	0.466666667
A	E09-0061	22/08/2017	13:00:00	0.541666667
A	E09-0062	22/08/2017	14:14:00	0.593055556
A	E09-0063	22/08/2017	15:15:00	0.635416667
A	E09-0065	22/08/2017	15:52:00	0.661111111
A	E09-0067	22/08/2017	17:40:00	0.736111111
A	E09-0068	23/08/2017	9:23:00	0.390972222
A	E09-0069	23/08/2017	11:35:00	0.482638889
A	E09-0071	24/08/2017	11:07:00	0.463194444
A	E09-0072	24/08/2017	14:34:00	0.606944444
A	E09-0073	24/08/2017	15:19:00	0.638194444
A	E09-0076	24/08/2017	17:23:00	0.724305556
A	E09-0077	24/08/2017	17:47:00	0.740972222
A	E09-0078	25/08/2017	7:25:00	0.309027778
A	E09-0079	25/08/2017	8:09:00	0.339583333
A	E09-0080	25/08/2017	8:53:00	0.370138889
A	E09-0081	25/08/2017	9:43:00	0.404861111
A	E09-0083	25/08/2017	10:24:00	0.433333333
A	E09-0084	25/08/2017	11:00:00	0.458333333
A	E09-0086	25/08/2017	12:07:00	0.504861111
A	E09-0087	25/08/2017	12:42:00	0.529166667
A	E09-0088	25/08/2017	13:13:00	0.550694444
A	E09-0089	25/08/2017	14:00:00	0.583333333
A	E09-0090	25/08/2017	14:31:00	0.604861111
A	E09-0092	25/08/2017	15:31:00	0.646527778
A	E09-0094	25/08/2017	16:16:00	0.677777778
A	E09-0095	25/08/2017	16:52:00	0.702777778
A	E09-0096	25/08/2017	17:25:00	0.725694444
A	E09-0097	26/08/2017	7:27:00	0.310416667
A	E09-0099	26/08/2017	8:04:00	0.336111111
A	E09-0100	26/08/2017	9:19:00	0.388194444
A	E09-0101	26/08/2017	11:04:00	0.461111111
A	E09-0103	27/08/2017	14:29:00	0.603472222
A	E09-0105	27/08/2017	15:04:00	0.627777778
A	E09-0107	27/08/2017	15:49:00	0.659027778
A	E09-0109	27/08/2017	16:23:00	0.682638889
A	E09-0110	27/08/2017	16:58:00	0.706944444
A	E09-0113	28/08/2017	9:55:00	0.413194444
A	E09-0114	28/08/2017	10:37:00	0.442361111
A	E09-0115	28/08/2017	11:12:00	0.466666667
A	E09-0121	28/08/2017	12:53:00	0.536805556
A	E09-0122	28/08/2017	13:25:00	0.559027778
A	E09-0128	28/08/2017	15:26:00	0.643055556
A	E09-0130	28/08/2017	17:29:00	0.728472222
A	E09-0131	29/08/2017	8:49:00	0.367361111
A	E09-0135	30/08/2017	10:29:00	0.436805556
A	E09-0137	30/08/2017	11:05:00	0.461805556
A	E09-0139	30/08/2017	12:07:00	0.504861111
A	E09-0141	30/08/2017	12:45:00	0.53125
A	E09-0143	30/08/2017	13:39:00	0.56875
A	E09-0145	30/08/2017	14:56:00	0.622222222
A	E09-0147	30/08/2017	15:28:00	0.644444444
A	E09-0148	30/08/2017	16:14:00	0.676388889
A	E09-0149	30/08/2017	16:59:00	0.707638889
A	E09-0150	30/08/2017	17:33:00	0.73125
A	E09-0153	01/09/2017	11:03:00	0.460416667
A	E09-0154	01/09/2017	11:59:00	0.499305556
A	E09-0157	02/09/2017	9:00:00	0.375
A	E09-0161	02/09/2017	11:16:00	0.469444444
A	E09-0162	02/09/2017	12:54:00	0.5375
A	E09-0164	02/09/2017	16:48:00	0.7
A	E09-0165	03/09/2017	7:54:00	0.329166667
A	E09-0166	03/09/2017	10:38:00	0.443055556
A	E09-0167	03/09/2017	15:08:00	0.630555556
A	E09-0171	03/09/2017	17:18:00	0.720833333
A	E09-0172	04/09/2017	10:49:00	0.450694444
A	E09-0173	04/09/2017	13:18:00	0.554166667
A	E09-0174	04/09/2017	14:03:00	0.585416667
A	E09-0175	04/09/2017	14:42:00	0.6125
B	E09-0177	06/09/2017	7:13:00	0.300694444
B	E09-0178	06/09/2017	13:26:00	0.559722222
B	E09-0179	07/09/2017	13:41:00	0.570138889
B	E09-0180	07/09/2017	15:30:00	0.645833333
B	E09-0182	08/09/2017	10:39:00	0.44375
B	E09-0183	08/09/2017	13:29:00	0.561805556
B	E09-0187	09/09/2017	10:06:00	0.420833333
B	E09-0188	09/09/2017	11:26:00	0.476388889
B	E09-0190	09/09/2017	11:59:00	0.499305556
B	E09-0193	09/09/2017	12:36:00	0.525
B	E09-0196	09/09/2017	13:57:00	0.58125
B	E09-0200	09/09/2017	16:51:00	0.702083333
B	E09-0201	10/09/2017	7:17:00	0.303472222
B	E09-0203	10/09/2017	11:14:00	0.468055556
B	E09-0204	10/09/2017	11:58:00	0.498611111
B	E09-0205	10/09/2017	13:05:00	0.545138889
B	E09-0209	11/09/2017	16:23:00	0.682638889
B	E09-0212	12/09/2017	9:59:00	0.415972222
B	E09-0214	12/09/2017	10:33:00	0.439583333
B	E09-0215	12/09/2017	11:04:00	0.461111111
B	E09-0219	12/09/2017	12:49:00	0.534027778
B	E09-0224	14/09/2017	8:12:00	0.341666667
B	E09-0236	14/09/2017	13:08:00	0.547222222
B	E09-0254	15/09/2017	11:18:00	0.470833333
B	E09-0258	16/09/2017	10:43:00	0.446527778
B	E09-0261	17/09/2017	10:50:00	0.451388889
B	E09-0262	18/09/2017	9:46:00	0.406944444
B	E09-0264	18/09/2017	14:04:00	0.586111111
B	E09-0266	20/09/2017	11:47:00	0.490972222
B	E09-0268	22/09/2017	11:39:00	0.485416667
B	E09-0270	23/09/2017	8:00:00	0.333333333
B	E09-0271	24/09/2017	7:34:00	0.315277778
B	E09-0286	29/09/2017	15:27:00	0.64375
B	E09-0290	01/10/2017	12:46:00	0.531944444
B	E09-0292	02/10/2017	9:09:00	0.38125
B	E09-0293	02/10/2017	10:43:00	0.446527778
B	E09-0295	04/10/2017	9:31:00	0.396527778
B	E09-0297	06/10/2017	10:36:00	0.441666667
B	E09-0298	06/10/2017	13:09:00	0.547916667
B	E09-0299	06/10/2017	17:24:00	0.725
A	E10-0017	09/08/2017	13:52:00	0.577777778
A	E10-0019	09/08/2017	16:40:00	0.694444444
A	E10-0020	11/08/2017	12:44:00	0.530555556
A	E10-0021	11/08/2017	15:29:00	0.645138889
A	E10-0022	11/08/2017	16:09:00	0.672916667
A	E10-0023	11/08/2017	16:52:00	0.702777778
A	E10-0024	12/08/2017	12:19:00	0.513194444
A	E10-0025	12/08/2017	12:53:00	0.536805556
A	E10-0026	12/08/2017	13:25:00	0.559027778
A	E10-0027	12/08/2017	14:47:00	0.615972222
A	E10-0029	13/08/2017	11:51:00	0.49375
A	E10-0030	13/08/2017	13:05:00	0.545138889
A	E10-0033	13/08/2017	14:16:00	0.594444444
A	E10-0035	13/08/2017	15:17:00	0.636805556
A	E10-0036	13/08/2017	16:33:00	0.689583333
A	E10-0037	13/08/2017	17:08:00	0.713888889
A	E10-0038	14/08/2017	11:48:00	0.491666667
A	E10-0039	14/08/2017	13:09:00	0.547916667
A	E10-0040	15/08/2017	8:53:00	0.370138889
A	E10-0041	15/08/2017	10:16:00	0.427777778
A	E10-0042	15/08/2017	11:28:00	0.477777778
A	E10-0043	15/08/2017	12:01:00	0.500694444
A	E10-0044	15/08/2017	12:36:00	0.525
A	E10-0047	15/08/2017	13:24:00	0.558333333
A	E10-0050	15/08/2017	13:55:00	0.579861111
A	E10-0053	15/08/2017	14:42:00	0.6125
A	E10-0055	15/08/2017	16:56:00	0.705555556
A	E10-0056	16/08/2017	9:31:00	0.396527778
A	E10-0057	16/08/2017	11:18:00	0.470833333
A	E10-0058	16/08/2017	11:50:00	0.493055556
A	E10-0059	19/08/2017	12:33:00	0.522916667
A	E10-0061	19/08/2017	13:10:00	0.548611111
A	E10-0064	19/08/2017	13:50:00	0.576388889
A	E10-0067	19/08/2017	14:42:00	0.6125
A	E10-0068	19/08/2017	15:51:00	0.660416667
A	E10-0070	19/08/2017	16:37:00	0.692361111
A	E10-0071	19/08/2017	17:08:00	0.713888889
A	E10-0072	19/08/2017	17:48:00	0.741666667
A	E10-0073	20/08/2017	11:08:00	0.463888889
A	E10-0075	20/08/2017	11:57:00	0.497916667
A	E10-0077	20/08/2017	12:32:00	0.522222222
A	E10-0079	20/08/2017	13:29:00	0.561805556
A	E10-0081	20/08/2017	14:59:00	0.624305556
A	E10-0082	20/08/2017	15:47:00	0.657638889
A	E10-0084	20/08/2017	16:30:00	0.6875
A	E10-0089	22/08/2017	14:04:00	0.586111111
A	E10-0090	22/08/2017	15:00:00	0.625
A	E10-0092	22/08/2017	15:36:00	0.65
A	E10-0093	22/08/2017	16:18:00	0.679166667
A	E10-0095	22/08/2017	17:03:00	0.710416667
A	E10-0096	23/08/2017	7:59:00	0.332638889
A	E10-0097	23/08/2017	9:37:00	0.400694444
A	E10-0098	24/08/2017	15:11:00	0.632638889
A	E10-0099	25/08/2017	12:15:00	0.510416667
A	E10-0104	25/08/2017	12:49:00	0.534027778
A	E10-0106	25/08/2017	13:30:00	0.5625
A	E10-0108	26/08/2017	8:09:00	0.339583333
A	E10-0110	27/08/2017	17:25:00	0.725694444
A	E10-0111	28/08/2017	12:14:00	0.509722222
A	E10-0113	29/08/2017	12:37:00	0.525694444
A	E10-0117	30/08/2017	15:56:00	0.663888889
A	E10-0125	02/09/2017	12:37:00	0.525694444
A	E10-0126	02/09/2017	15:21:00	0.639583333
A	E10-0127	02/09/2017	18:05:00	0.753472222
A	E10-0128	03/09/2017	11:33:00	0.48125
A	E10-0134	03/09/2017	15:11:00	0.632638889
A	E10-0143	04/09/2017	13:37:00	0.567361111
B	E10-0144	06/09/2017	11:44:00	0.488888889
B	E10-0146	06/09/2017	12:43:00	0.529861111
B	E10-0148	06/09/2017	14:04:00	0.586111111
B	E10-0149	06/09/2017	15:11:00	0.632638889
B	E10-0152	06/09/2017	16:02:00	0.668055556
B	E10-0153	06/09/2017	16:39:00	0.69375
B	E10-0155	06/09/2017	17:21:00	0.722916667
B	E10-0156	07/09/2017	8:59:00	0.374305556
B	E10-0157	07/09/2017	12:06:00	0.504166667
B	E10-0159	08/09/2017	11:25:00	0.475694444
B	E10-0163	08/09/2017	11:59:00	0.499305556
B	E10-0166	08/09/2017	12:43:00	0.529861111
B	E10-0169	08/09/2017	13:57:00	0.58125
B	E10-0170	08/09/2017	15:18:00	0.6375
B	E10-0181	09/09/2017	11:49:00	0.492361111
B	E10-0194	09/09/2017	16:26:00	0.684722222
B	E10-0196	11/09/2017	15:17:00	0.636805556
B	E10-0198	11/09/2017	16:35:00	0.690972222
B	E10-0199	12/09/2017	10:52:00	0.452777778
B	E10-0207	12/09/2017	13:00:00	0.541666667
B	E10-0215	12/09/2017	14:34:00	0.606944444
B	E10-0217	12/09/2017	15:11:00	0.632638889
B	E10-0221	12/09/2017	16:44:00	0.697222222
B	E10-0223	14/09/2017	7:03:00	0.29375
B	E10-0224	14/09/2017	8:33:00	0.35625
B	E10-0226	14/09/2017	10:00:00	0.416666667
B	E10-0228	14/09/2017	10:41:00	0.445138889
B	E10-0237	14/09/2017	11:12:00	0.466666667
B	E10-0249	14/09/2017	12:12:00	0.508333333
B	E10-0255	14/09/2017	12:52:00	0.536111111
B	E10-0262	14/09/2017	13:26:00	0.559722222
B	E10-0282	14/09/2017	14:44:00	0.613888889
B	E10-0295	14/09/2017	15:27:00	0.64375
B	E10-0302	14/09/2017	15:59:00	0.665972222
B	E10-0311	15/09/2017	10:22:00	0.431944444
B	E10-0313	15/09/2017	11:05:00	0.461805556
B	E10-0316	15/09/2017	11:47:00	0.490972222
B	E10-0317	15/09/2017	12:21:00	0.514583333
B	E10-0321	15/09/2017	13:16:00	0.552777778
B	E10-0329	15/09/2017	13:54:00	0.579166667
B	E10-0340	15/09/2017	14:43:00	0.613194444
B	E10-0346	15/09/2017	16:29:00	0.686805556
B	E10-0347	15/09/2017	17:08:00	0.713888889
B	E10-0349	16/09/2017	11:35:00	0.482638889
B	E10-0351	16/09/2017	12:25:00	0.517361111
B	E10-0355	16/09/2017	13:06:00	0.545833333
B	E10-0360	16/09/2017	13:45:00	0.572916667
B	E10-0365	16/09/2017	14:21:00	0.597916667
B	E10-0374	16/09/2017	15:03:00	0.627083333
B	E10-0395	16/09/2017	15:50:00	0.659722222
B	E10-0404	16/09/2017	16:54:00	0.704166667
B	E10-0405	16/09/2017	17:28:00	0.727777778
B	E10-0407	17/09/2017	9:28:00	0.394444444
B	E10-0409	17/09/2017	10:52:00	0.452777778
B	E10-0412	17/09/2017	11:25:00	0.475694444
B	E10-0414	17/09/2017	12:28:00	0.519444444
B	E10-0417	17/09/2017	12:59:00	0.540972222
B	E10-0419	17/09/2017	13:39:00	0.56875
B	E10-0420	17/09/2017	14:23:00	0.599305556
B	E10-0421	17/09/2017	15:03:00	0.627083333
B	E10-0423	17/09/2017	16:25:00	0.684027778
B	E10-0424	18/09/2017	9:35:00	0.399305556
B	E10-0426	18/09/2017	11:45:00	0.489583333
B	E10-0430	18/09/2017	13:01:00	0.542361111
B	E10-0435	18/09/2017	15:24:00	0.641666667
B	E10-0437	19/09/2017	10:43:00	0.446527778
B	E10-0440	20/09/2017	11:46:00	0.490277778
B	E10-0446	20/09/2017	14:34:00	0.606944444
B	E10-0455	24/09/2017	13:44:00	0.572222222
B	E10-0456	24/09/2017	15:41:00	0.653472222
B	E10-0458	25/09/2017	10:31:00	0.438194444
B	E10-0463	25/09/2017	12:33:00	0.522916667
B	E10-0476	25/09/2017	15:15:00	0.635416667
B	E10-0490	26/09/2017	11:36:00	0.483333333
B	E10-0499	26/09/2017	12:32:00	0.522222222
B	E10-0516	26/09/2017	14:03:00	0.585416667
B	E10-0534	26/09/2017	16:00:00	0.666666667
B	E10-0544	27/09/2017	13:09:00	0.547916667
B	E10-0545	27/09/2017	14:06:00	0.5875
B	E10-0546	27/09/2017	15:17:00	0.636805556
B	E10-0550	27/09/2017	16:54:00	0.704166667
B	E10-0553	30/09/2017	11:17:00	0.470138889
B	E10-0554	30/09/2017	13:58:00	0.581944444
B	E10-0557	01/10/2017	10:19:00	0.429861111
B	E10-0558	01/10/2017	13:02:00	0.543055556
B	E10-0559	01/10/2017	13:48:00	0.575
B	E10-0561	01/10/2017	15:13:00	0.634027778
B	E10-0580	06/10/2017	14:43:00	0.613194444
A	E11-0085	08/08/2017	9:50:00	0.409722222
A	E11-0092	09/08/2017	13:53:00	0.578472222
A	E11-0095	09/08/2017	14:38:00	0.609722222
A	E11-0097	09/08/2017	15:41:00	0.653472222
A	E11-0099	09/08/2017	16:22:00	0.681944444
A	E11-0107	13/08/2017	17:31:00	0.729861111
A	E11-0109	14/08/2017	11:13:00	0.467361111
A	E11-0112	14/08/2017	11:50:00	0.493055556
A	E11-0116	14/08/2017	13:36:00	0.566666667
A	E11-0117	14/08/2017	15:28:00	0.644444444
A	E11-0118	14/08/2017	16:13:00	0.675694444
A	E11-0119	15/08/2017	10:45:00	0.447916667
A	E11-0122	15/08/2017	11:17:00	0.470138889
A	E11-0125	15/08/2017	12:04:00	0.502777778
A	E11-0128	15/08/2017	12:50:00	0.534722222
A	E11-0130	15/08/2017	13:39:00	0.56875
A	E11-0132	15/08/2017	14:44:00	0.613888889
A	E11-0135	15/08/2017	15:42:00	0.654166667
A	E11-0137	15/08/2017	16:34:00	0.690277778
A	E11-0138	16/08/2017	7:35:00	0.315972222
A	E11-0140	16/08/2017	8:36:00	0.358333333
A	E11-0142	16/08/2017	9:58:00	0.415277778
A	E11-0144	16/08/2017	10:41:00	0.445138889
A	E11-0149	16/08/2017	13:10:00	0.548611111
A	E11-0150	16/08/2017	13:42:00	0.570833333
A	E11-0154	18/08/2017	12:20:00	0.513888889
A	E11-0157	19/08/2017	11:17:00	0.470138889
A	E11-0159	19/08/2017	16:37:00	0.692361111
A	E11-0160	20/08/2017	13:30:00	0.5625
A	E11-0162	20/08/2017	14:59:00	0.624305556
A	E11-0163	20/08/2017	16:53:00	0.703472222
A	E11-0164	22/08/2017	8:35:00	0.357638889
A	E11-0165	22/08/2017	9:50:00	0.409722222
A	E11-0166	22/08/2017	11:33:00	0.48125
A	E11-0173	22/08/2017	12:19:00	0.513194444
A	E11-0176	22/08/2017	13:07:00	0.546527778
A	E11-0179	22/08/2017	13:53:00	0.578472222
A	E11-0182	22/08/2017	14:42:00	0.6125
A	E11-0183	22/08/2017	15:14:00	0.634722222
A	E11-0184	22/08/2017	15:49:00	0.659027778
A	E11-0187	22/08/2017	17:04:00	0.711111111
A	E11-0188	23/08/2017	7:43:00	0.321527778
A	E11-0190	23/08/2017	8:34:00	0.356944444
A	E11-0193	23/08/2017	10:40:00	0.444444444
A	E11-0194	23/08/2017	14:03:00	0.585416667
A	E11-0195	23/08/2017	15:07:00	0.629861111
A	E11-0196	24/08/2017	8:07:00	0.338194444
A	E11-0197	24/08/2017	8:43:00	0.363194444
A	E11-0198	24/08/2017	10:24:00	0.433333333
A	E11-0200	24/08/2017	11:10:00	0.465277778
A	E11-0203	24/08/2017	11:54:00	0.495833333
A	E11-0204	24/08/2017	12:58:00	0.540277778
A	E11-0206	24/08/2017	13:49:00	0.575694444
A	E11-0208	24/08/2017	14:43:00	0.613194444
A	E11-0209	24/08/2017	16:16:00	0.677777778
A	E11-0210	25/08/2017	8:10:00	0.340277778
A	E11-0211	25/08/2017	8:59:00	0.374305556
A	E11-0212	25/08/2017	10:32:00	0.438888889
A	E11-0215	25/08/2017	11:20:00	0.472222222
A	E11-0227	25/08/2017	12:30:00	0.520833333
A	E11-0231	25/08/2017	13:04:00	0.544444444
A	E11-0234	25/08/2017	13:47:00	0.574305556
A	E11-0235	25/08/2017	14:26:00	0.601388889
A	E11-0236	25/08/2017	15:08:00	0.630555556
A	E11-0241	28/08/2017	10:09:00	0.422916667
A	E11-0242	28/08/2017	10:56:00	0.455555556
A	E11-0244	28/08/2017	11:31:00	0.479861111
A	E11-0246	28/08/2017	12:04:00	0.502777778
A	E11-0249	28/08/2017	12:58:00	0.540277778
A	E11-0251	28/08/2017	13:50:00	0.576388889
A	E11-0252	28/08/2017	14:25:00	0.600694444
A	E11-0253	28/08/2017	15:29:00	0.645138889
A	E11-0254	28/08/2017	16:28:00	0.686111111
A	E11-0255	28/08/2017	17:05:00	0.711805556
A	E11-0256	29/08/2017	8:19:00	0.346527778
A	E11-0257	29/08/2017	9:29:00	0.395138889
A	E11-0258	29/08/2017	10:45:00	0.447916667
A	E11-0261	29/08/2017	12:09:00	0.50625
A	E11-0262	29/08/2017	13:01:00	0.542361111
B	E11-0263	29/09/2017	13:31:00	0.563194444
A	E11-0265	29/08/2017	14:07:00	0.588194444
A	E11-0266	29/08/2017	14:55:00	0.621527778
A	E11-0267	29/08/2017	15:31:00	0.646527778
A	E11-0268	29/08/2017	17:09:00	0.714583333
A	E11-0270	30/08/2017	8:40:00	0.361111111
A	E11-0272	30/08/2017	10:07:00	0.421527778
A	E11-0275	30/08/2017	10:54:00	0.454166667
A	E11-0277	30/08/2017	11:32:00	0.480555556
A	E11-0279	30/08/2017	12:20:00	0.513888889
A	E11-0284	30/08/2017	13:26:00	0.559722222
A	E11-0286	30/08/2017	15:14:00	0.634722222
A	E11-0288	30/08/2017	16:12:00	0.675
A	E11-0289	30/08/2017	16:47:00	0.699305556
A	E11-0292	01/09/2017	7:24:00	0.308333333
A	E11-0293	01/09/2017	9:56:00	0.413888889
A	E11-0295	01/09/2017	11:31:00	0.479861111
A	E11-0298	01/09/2017	12:10:00	0.506944444
A	E11-0301	01/09/2017	12:52:00	0.536111111
A	E11-0303	01/09/2017	14:06:00	0.5875
A	E11-0304	01/09/2017	14:42:00	0.6125
A	E11-0305	02/09/2017	9:59:00	0.415972222
A	E11-0306	02/09/2017	10:37:00	0.442361111
A	E11-0309	02/09/2017	12:00:00	0.5
A	E11-0310	02/09/2017	13:53:00	0.578472222
A	E11-0311	02/09/2017	15:00:00	0.625
A	E11-0312	02/09/2017	15:33:00	0.647916667
A	E11-0316	03/09/2017	11:34:00	0.481944444
A	E11-0317	03/09/2017	12:14:00	0.509722222
A	E11-0320	03/09/2017	15:12:00	0.633333333
A	E11-0328	03/09/2017	17:41:00	0.736805556
A	E11-0329	04/09/2017	8:31:00	0.354861111
A	E11-0330	04/09/2017	10:34:00	0.440277778
A	E11-0331	04/09/2017	11:12:00	0.466666667
A	E11-0334	04/09/2017	12:23:00	0.515972222
A	E11-0335	04/09/2017	12:57:00	0.539583333
